sender,subject,body,label
support@apple.com,Claim Your Gift Card!,Your account will be deactivated if you do not respond.,1
service@netflix.com,Subscription Update,"Hey, are we meeting this weekend for lunch?",0
billing@paypal-security.com,Verify Your Account,Your account will be deactivated if you do not respond.,1
admin@bank-secure.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
reward@giftcard.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
billing@paypal-security.com,Suspicious Activity Detected,We noticed unusual activity. Sign in to secure your account.,1
updates@medium.com,Weekend Plans,You have received $250 from Alice.,0
admin@bank-secure.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
no-reply@amazon.com,Top Stories for You,Read today's top stories curated for you.,0
alerts@linkedin.com,Top Stories for You,Read today's top stories curated for you.,0
service@netflix.com,Weekend Plans,Read today's top stories curated for you.,0
reward@giftcard.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
security-alert@paypal.com,Verify Your Account,Your account has been locked. Click here to verify credentials.,1
updates@medium.com,Order Shipped,Your order #12345 has been shipped. Track it here.,0
friend@gmail.com,Professional Network Updates,Your next subscription payment is due on 30th Sep.,0
service@netflix.com,Weekly Repo Updates,Read today's top stories curated for you.,0
service@netflix.com,Subscription Update,Your order #12345 has been shipped. Track it here.,0
alerts@linkedin.com,Weekend Plans,Check out new commits and PRs in your repositories.,0
security-alert@paypal.com,Claim Your Gift Card!,You've won a $100 gift card. Click to claim.,1
reward@giftcard.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
no-reply@amazon.com,Weekly Repo Updates,Please review the updated company leave policy.,0
verify@facebook-alert.com,Suspicious Activity Detected,Unusual login detected. Verify your account now.,1
receipt@paypal.com,Subscription Update,Read today's top stories curated for you.,0
security@amaz0n.com,Claim Your Gift Card!,Your password will expire soon. Reset it immediately.,1
security@amaz0n.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
admin@bank-secure.com,Urgent: Password Expiry,Unusual login detected. Verify your account now.,1
security-alert@paypal.com,Invoice Overdue,Your password will expire soon. Reset it immediately.,1
service@netflix.com,Payment Received,Read today's top stories curated for you.,0
admin@bank-secure.com,Verify Apple ID,Your account will be deactivated if you do not respond.,1
receipt@paypal.com,Payment Received,Please review the updated company leave policy.,0
receipt@paypal.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
security@amaz0n.com,Unauthorized Login Attempt,Unpaid invoice detected. Login here to pay.,1
reward@giftcard.com,Action Required Immediately,Your account has been locked. Click here to verify credentials.,1
security@amaz0n.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
updates@medium.com,Order Shipped,Read today's top stories curated for you.,0
hr@company.com,Payment Received,"Hey, are we meeting this weekend for lunch?",0
hr@company.com,Professional Network Updates,You have received $250 from Alice.,0
service@netflix.com,Subscription Update,Read today's top stories curated for you.,0
receipt@paypal.com,Order Shipped,Check out new commits and PRs in your repositories.,0
verify@facebook-alert.com,Unauthorized Login Attempt,You've won a $100 gift card. Click to claim.,1
no-reply@amazon.com,Policy Update,Here's the summary from today's stand-up meeting.,0
hr@company.com,Order Shipped,Read today's top stories curated for you.,0
no-reply@amazon.com,Team Meeting Notes,Please review the updated company leave policy.,0
newsletter@github.com,Policy Update,Check out new commits and PRs in your repositories.,0
support@apple.com,Verify Your Account,Your password will expire soon. Reset it immediately.,1
it-support@company-update.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
support@apple.com,Urgent: Password Expiry,Unpaid invoice detected. Login here to pay.,1
team@slack.com,Policy Update,Check out new commits and PRs in your repositories.,0
it-support@company-update.com,Unauthorized Login Attempt,Unpaid invoice detected. Login here to pay.,1
security-alert@paypal.com,Urgent: Password Expiry,Security alert: Someone tried to access your account from a new device.,1
friend@gmail.com,Weekend Plans,Someone has endorsed your skills on LinkedIn.,0
security-alert@paypal.com,Urgent: Password Expiry,You've won a $100 gift card. Click to claim.,1
verify@facebook-alert.com,Claim Your Gift Card!,You've won a $100 gift card. Click to claim.,1
updates@medium.com,Subscription Update,Read today's top stories curated for you.,0
hr@company.com,Subscription Update,Please review the updated company leave policy.,0
hr@company.com,Payment Received,Read today's top stories curated for you.,0
support@apple.com,Action Required Immediately,Unusual login detected. Verify your account now.,1
updates@medium.com,Subscription Update,Someone has endorsed your skills on LinkedIn.,0
admin@bank-secure.com,Suspicious Activity Detected,Please confirm your recent login to secure your account.,1
alerts@linkedin.com,Team Meeting Notes,Your next subscription payment is due on 30th Sep.,0
team@slack.com,Weekly Repo Updates,Here's the summary from today's stand-up meeting.,0
billing@paypal-security.com,Urgent: Password Expiry,Please confirm your recent login to secure your account.,1
it-support@company-update.com,Urgent: Password Expiry,Please confirm your recent login to secure your account.,1
verify@facebook-alert.com,Suspicious Activity Detected,Unusual login detected. Verify your account now.,1
login@netflix-security.com,Verify Apple ID,Unusual login detected. Verify your account now.,1
support@apple.com,Account Locked!,Your password will expire soon. Reset it immediately.,1
verify@facebook-alert.com,Invoice Overdue,Security alert: Someone tried to access your account from a new device.,1
updates@medium.com,Weekend Plans,Here's the summary from today's stand-up meeting.,0
receipt@paypal.com,Weekly Repo Updates,Your order #12345 has been shipped. Track it here.,0
updates@medium.com,Weekend Plans,Please review the updated company leave policy.,0
newsletter@github.com,Top Stories for You,You have received $250 from Alice.,0
service@netflix.com,Order Shipped,"Hey, are we meeting this weekend for lunch?",0
no-reply@amazon.com,Professional Network Updates,You have received $250 from Alice.,0
newsletter@github.com,Professional Network Updates,Your next subscription payment is due on 30th Sep.,0
it-support@company-update.com,Verify Apple ID,Your password will expire soon. Reset it immediately.,1
login@netflix-security.com,Account Locked!,Your account has been locked. Click here to verify credentials.,1
verify@facebook-alert.com,Claim Your Gift Card!,Your password will expire soon. Reset it immediately.,1
service@netflix.com,Subscription Update,"Hey, are we meeting this weekend for lunch?",0
login@netflix-security.com,Account Locked!,We noticed unusual activity. Sign in to secure your account.,1
verify@facebook-alert.com,Account Locked!,Your account has been locked. Click here to verify credentials.,1
receipt@paypal.com,Order Shipped,Please review the updated company leave policy.,0
no-reply@amazon.com,Order Shipped,Read today's top stories curated for you.,0
hr@company.com,Team Meeting Notes,Please review the updated company leave policy.,0
security-alert@paypal.com,Account Locked!,Unusual login detected. Verify your account now.,1
receipt@paypal.com,Policy Update,Someone has endorsed your skills on LinkedIn.,0
it-support@company-update.com,Verify Your Account,Security alert: Someone tried to access your account from a new device.,1
it-support@company-update.com,Invoice Overdue,Your password will expire soon. Reset it immediately.,1
friend@gmail.com,Policy Update,Check out new commits and PRs in your repositories.,0
no-reply@amazon.com,Team Meeting Notes,Please review the updated company leave policy.,0
friend@gmail.com,Team Meeting Notes,Here's the summary from today's stand-up meeting.,0
service@netflix.com,Order Shipped,Your next subscription payment is due on 30th Sep.,0
alerts@linkedin.com,Weekend Plans,Please review the updated company leave policy.,0
security-alert@paypal.com,Invoice Overdue,You've won a $100 gift card. Click to claim.,1
alerts@linkedin.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
billing@paypal-security.com,Urgent: Password Expiry,Your password will expire soon. Reset it immediately.,1
updates@medium.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
alerts@linkedin.com,Payment Received,Read today's top stories curated for you.,0
verify@facebook-alert.com,Unauthorized Login Attempt,Your account will be deactivated if you do not respond.,1
billing@paypal-security.com,Action Required Immediately,Unusual login detected. Verify your account now.,1
login@netflix-security.com,Account Locked!,Unusual login detected. Verify your account now.,1
no-reply@amazon.com,Top Stories for You,"Hey, are we meeting this weekend for lunch?",0
receipt@paypal.com,Payment Received,Your next subscription payment is due on 30th Sep.,0
no-reply@amazon.com,Policy Update,Your order #12345 has been shipped. Track it here.,0
